units_sold_clean,price_clean,discount_clean,units_returned_clean,revenue_clean,revenue_recalc,revenue_diff,revenue_mismatch_flag,date_clean,month_clean,location_clean,platform_clean,category_clean,dup_flag,issue_flag,data_error_flag,business_alert_flag,ratio,revenue_uplift
175,"43,14","0,17",1,"7549,5","6266,085","1283,415",,21/02/2022,2022-02,USA,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
144,"48,09","0,08",1,"6924,96","6370,9632","553,9968",,21/02/2022,2022-02,UK,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
126,"34,29","0,02",2,"4320,54","4234,1292","86,4108",,21/02/2022,2022-02,CANADA,AMAZON,Omega,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
152,"58,85","0,16",0,"8945,2","7513,968","1431,232",,21/02/2022,2022-02,USA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
158,"49,78","0,15",2,"7865,24","6685,454","1179,786",,21/02/2022,2022-02,UK,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
156,42,"0,15",0,6552,"5569,2","982,8",,21/02/2022,2022-02,CANADA,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
138,"16,41","0,07",2,"2264,58","2106,0594","158,5206",,21/02/2022,2022-02,UK,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
144,"57,06","0,06",1,"8216,64","7723,6416","492,9984",,21/02/2022,2022-02,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
154,"55,08","0,23",2,"8482,32","6531,3864","1950,9336",,21/02/2022,2022-02,UK,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
140,"29,19","0,04",2,"4086,6","3923,136","163,464",,21/02/2022,2022-02,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
156,"51,83","0,06",1,"8085,48","7600,3512","485,1288",,21/02/2022,2022-02,CANADA,WALMART,Herbal,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
156,"32,06","0,02",1,"5001,36","4901,3328","100,0272",,21/02/2022,2022-02,CANADA,AMAZON,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
147,"45,13","0,24",1,"6634,11","5041,9236","1592,1864",,21/02/2022,2022-02,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
148,"40,48","0,03",2,"5991,04","5811,3088","179,7312",,21/02/2022,2022-02,USA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
137,"36,46","0,22",1,"4995,02","3896,1156","1098,9044",,21/02/2022,2022-02,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
142,"53,71","0,04",1,"7626,82","7321,7472","305,0728",,21/02/2022,2022-02,CANADA,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
137,"33,72","0,09",1,"4619,64","4203,8724","415,7676",,28/02/2022,2022-02,CANADA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
165,"45,89","0,22",3,"7571,85","5906,043","1665,807",,28/02/2022,2022-02,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
144,"11,24","0,09",3,"1618,56","1472,8896","145,6704",,28/02/2022,2022-02,CANADA,AMAZON,Omega,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
142,"25,13","0,15",1,"3568,46","3033,191","535,269",,28/02/2022,2022-02,UK,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
158,"43,71","0,05",4,"6906,18","6560,871","345,309",,28/02/2022,2022-02,CANADA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
141,"14,5","0,14",0,"2044,5","1758,27","286,23",,28/02/2022,2022-02,CANADA,WALMART,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
135,"24,08","0,15",2,"3250,8","2763,18","487,62",,28/02/2022,2022-02,USA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
160,"22,27","0,24",0,"3563,2","2708,032","855,168",,28/02/2022,2022-02,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
167,"57,36","0,09",1,"9579,12","8716,9992","862,1208",,28/02/2022,2022-02,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
158,"25,9","0,14",2,"4092,2","3519,292","572,908",,28/02/2022,2022-02,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
119,"32,9","0,03",1,"3915,1","3797,647","117,453",,28/02/2022,2022-02,USA,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
139,"19,88","0,14",0,"2763,32","2376,4552","386,8648",,28/02/2022,2022-02,USA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
179,"45,42","0,02",0,"8130,18","7967,5764","162,6036",,28/02/2022,2022-02,CANADA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
150,"57,58","0,24",2,8637,"6564,12","2072,88",,28/02/2022,2022-02,UK,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
154,"27,81","0,24",2,"4282,74","3254,8824","1027,8576",,28/02/2022,2022-02,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
153,"12,33","0,24",1,"1886,49","1433,7324","452,7576",,28/02/2022,2022-02,CANADA,WALMART,Hydration,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
148,"51,85","0,01",3,"7673,8","7597,062","76,738",,7/03/2022,2022-03,UK,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
135,"46,49","0,04",1,"6276,15","6025,104","251,046",,7/03/2022,2022-03,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
143,"52,96","0,1",1,"7573,28","6815,952","757,328",,7/03/2022,2022-03,UK,WALMART,Omega,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
137,"53,58","0,09",4,"7340,46","6679,8186","660,6414",,7/03/2022,2022-03,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
176,"18,87","0,22",1,"3321,12","2590,4736","730,6464",,7/03/2022,2022-03,CANADA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
153,"16,67","0,03",3,"2550,51","2473,9947","76,5153",,7/03/2022,2022-03,UK,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
159,"48,46","0,11",2,"7705,14","6857,5746","847,5654",,7/03/2022,2022-03,USA,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
145,"46,45","0,1",4,"6735,25","6061,725","673,525",,7/03/2022,2022-03,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
144,"56,65","0,06",2,"8157,6","7668,144","489,456",,7/03/2022,2022-03,UK,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
148,"32,51","0,19",1,"4811,48","3897,2988","914,1812",,7/03/2022,2022-03,UK,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
139,"31,27","0,19",2,"4346,53","3520,6893","825,8407",,7/03/2022,2022-03,USA,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
157,"34,07","0,01",3,"5348,99","5295,5001","53,4899",,7/03/2022,2022-03,CANADA,AMAZON,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
155,"49,39","0,06",2,"7655,45","7196,123","459,327",,7/03/2022,2022-03,UK,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
157,"37,27","0,04",1,"5851,39","5617,3344","234,0556",,7/03/2022,2022-03,USA,AMAZON,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
167,"51,98","0,15",1,"8680,66","7378,561","1302,099",,7/03/2022,2022-03,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
153,"29,93","0,03",1,"4579,29","4441,9113","137,3787",,7/03/2022,2022-03,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
128,"30,8","0,08",3,"3942,4","3627,008","315,392",,14/03/2022,2022-03,CANADA,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
145,"36,51","0,18",1,"5293,95","4341,039","952,911",,14/03/2022,2022-03,CANADA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,219512195","0,2195121951"
175,"51,57","0,09",0,"9024,75","8212,5225","812,2275",,14/03/2022,2022-03,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
156,"33,76","0,05",2,"5266,56","5003,232","263,328",,14/03/2022,2022-03,CANADA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
163,"34,79","0,23",3,"5670,77","4366,4929","1304,2771",,14/03/2022,2022-03,USA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
161,"37,25","0,06",1,"5997,25","5637,415","359,835",,14/03/2022,2022-03,USA,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
149,"54,8","0,1",0,"8165,2","7348,68","816,52",,14/03/2022,2022-03,CANADA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
165,"41,09","0,01",1,"6779,85","6712,0515","67,7985",,14/03/2022,2022-03,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
147,"55,25","0,22",1,"8121,75","6334,965","1786,785",,14/03/2022,2022-03,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
129,"26,82","0,17",0,"3459,78","2871,6174","588,1626",,14/03/2022,2022-03,CANADA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
134,"20,62","0,21",0,"2763,08","2182,8332","580,2468",,14/03/2022,2022-03,CANADA,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
148,"19,13","0,15",2,"2831,24","2406,554","424,686",,14/03/2022,2022-03,UK,IHERB,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
143,"40,17","0,1",1,"5744,31","5169,879","574,431",,14/03/2022,2022-03,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
153,"30,14","0,09",1,"4611,42","4196,3922","415,0278",,14/03/2022,2022-03,USA,AMAZON,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
160,"57,02","0,07",1,"9123,2","8484,576","638,624",,14/03/2022,2022-03,USA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
161,"37,35","0,01",1,"6013,35","5953,2165","60,1335",,14/03/2022,2022-03,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
143,"43,81","0,09",1,"6264,83","5700,9953","563,8347",,21/03/2022,2022-03,UK,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
136,"26,76","0,01",1,"3639,36","3602,9664","36,3936",,21/03/2022,2022-03,USA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
165,47,"0,16",1,7755,"6514,2","1240,8",,21/03/2022,2022-03,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
135,"52,73","0,17",0,"7118,55","5908,3965","1210,1535",,21/03/2022,2022-03,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
139,"38,52","0,19",0,"5354,28","4336,9668","1017,3132",,21/03/2022,2022-03,UK,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
164,"44,5","0,24",0,7298,"5546,48","1751,52",,21/03/2022,2022-03,CANADA,IHERB,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
169,"29,65","0,21",3,"5010,85","3958,5715","1052,2785",,21/03/2022,2022-03,USA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
150,"45,41","0,21",0,"6811,5","5381,085","1430,415",,21/03/2022,2022-03,USA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
162,"32,53","0,11",1,"5269,86","4690,1754","579,6846",,21/03/2022,2022-03,CANADA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
176,"57,66","0,05",2,"10148,16","9640,752","507,408",,21/03/2022,2022-03,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
162,"40,35","0,14",3,"6536,7","5621,562","915,138",,21/03/2022,2022-03,UK,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
163,"52,43","0,1",1,"8546,09","7691,481","854,609",,21/03/2022,2022-03,UK,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
166,"50,42","0,07",0,"8369,72","7783,8396","585,8804",,21/03/2022,2022-03,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
150,"47,72","0,07",1,7158,"6656,94","501,06",,21/03/2022,2022-03,UK,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
130,"49,07","0,04",2,"6379,1","6123,936","255,164",,21/03/2022,2022-03,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
171,"50,55","0,03",1,"8644,05","8384,7285","259,3215",,21/03/2022,2022-03,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
168,"41,98","0,17",1,"7052,64","5853,6912","1198,9488",,28/03/2022,2022-03,UK,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
156,"54,99","0,08",1,"8578,44","7892,1648","686,2752",,28/03/2022,2022-03,CANADA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
166,"35,75","0,03",1,"5934,5","5756,465","178,035",,28/03/2022,2022-03,USA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
156,"51,82","0,24",3,"8083,92","6143,7792","1940,1408",,28/03/2022,2022-03,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
146,"27,57","0,04",0,"4025,22","3864,2112","161,0088",,28/03/2022,2022-03,CANADA,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
146,"21,95","0,05",4,"3204,7","3044,465","160,235",,28/03/2022,2022-03,UK,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
143,"55,89","0,03",1,"7992,27","7752,5019","239,7681",,28/03/2022,2022-03,CANADA,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
142,"12,5","0,03",0,1775,"1721,75","53,25",,28/03/2022,2022-03,CANADA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
160,"27,14","0,1",4,"4342,4","3908,16","434,24",,28/03/2022,2022-03,USA,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
170,"54,23","0,08",1,"9219,1","8481,572","737,528",,28/03/2022,2022-03,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
154,"34,08","0,1",5,"5248,32","4723,488","524,832",,28/03/2022,2022-03,UK,WALMART,Herbal,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
163,"46,36","0,07",0,"7556,68","7027,7124","528,9676",,28/03/2022,2022-03,CANADA,IHERB,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
145,"10,83","0,2",1,"1570,35","1256,28","314,07",,28/03/2022,2022-03,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,25","0,25"
153,"18,75","0,22",2,"2868,75","2237,625","631,125",,28/03/2022,2022-03,CANADA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
145,"52,92","0,25",2,"7673,4","5755,05","1918,35",,28/03/2022,2022-03,CANADA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,333333333","0,3333333333"
161,"27,77","0,14",3,"4470,97","3845,0342","625,9358",,28/03/2022,2022-03,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
157,"26,84","0,04",1,"4213,88","4045,3248","168,5552",,4/04/2022,2022-04,UK,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
169,"20,99","0,08",2,"3547,31","3263,5252","283,7848",,4/04/2022,2022-04,UK,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
151,"18,21","0,06",1,"2749,71","2584,7274","164,9826",,4/04/2022,2022-04,UK,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
149,"46,46","0,08",2,"6922,54","6368,7368","553,8032",,4/04/2022,2022-04,UK,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
142,"48,61","0,23",1,"6902,62","5315,0174","1587,6026",,4/04/2022,2022-04,USA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
144,"56,36","0,23",0,"8115,84","6249,1968","1866,6432",,4/04/2022,2022-04,CANADA,WALMART,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
134,"15,33","0,09",0,"2054,22","1869,3402","184,8798",,4/04/2022,2022-04,CANADA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
153,"15,87","0,17",1,"2428,11","2015,3313","412,7787",,4/04/2022,2022-04,CANADA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
138,"13,8","0,17",1,"1904,4","1580,652","323,748",,4/04/2022,2022-04,CANADA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
143,"53,23","0,12",1,"7611,89","6698,4632","913,4268",,4/04/2022,2022-04,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
152,"19,63","0,19",0,"2983,76","2416,8456","566,9144",,4/04/2022,2022-04,CANADA,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
132,"20,44","0,08",1,"2698,08","2482,2336","215,8464",,4/04/2022,2022-04,CANADA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
148,"41,17","0,16",2,"6093,16","5118,2544","974,9056",,4/04/2022,2022-04,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
142,"31,9","0,08",4,"4529,8","4167,416","362,384",,4/04/2022,2022-04,USA,IHERB,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
162,"10,28","0,01",1,"1665,36","1648,7064","16,6536",,4/04/2022,2022-04,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
133,"52,9","0,18",0,"7035,7","5769,274","1266,426",,4/04/2022,2022-04,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,219512195","0,2195121951"
146,"50,51","0,21",3,"7374,46","5825,8234","1548,6366",,11/04/2022,2022-04,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
150,"15,59","0,14",1,"2338,5","2011,11","327,39",,11/04/2022,2022-04,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
148,"22,85","0,01",0,"3381,8","3347,982","33,818",,11/04/2022,2022-04,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
103,"15,52","0,06",0,"1598,56","1502,6464","95,9136",,11/04/2022,2022-04,CANADA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
134,"52,9","0,17",1,"7088,6","5883,538","1205,062",,11/04/2022,2022-04,UK,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
152,"46,41","0,17",3,"7054,32","5855,0856","1199,2344",,11/04/2022,2022-04,UK,IHERB,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
166,"31,49","0,16",3,"5227,34","4390,9656","836,3744",,11/04/2022,2022-04,CANADA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
137,"53,6","0,06",1,"7343,2","6902,608","440,592",,11/04/2022,2022-04,CANADA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
134,"18,86","0,09",1,"2527,24","2299,7884","227,4516",,11/04/2022,2022-04,UK,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
133,"12,59","0,01",0,"1674,47","1657,7253","16,7447",,11/04/2022,2022-04,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
138,"22,03","0,13",1,"3040,14","2644,9218","395,2182",,11/04/2022,2022-04,USA,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,149425287","0,1494252874"
139,"25,48","0,23",2,"3541,72","2727,1244","814,5956",,11/04/2022,2022-04,CANADA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
148,"50,9","0,07",1,"7533,2","7005,876","527,324",,11/04/2022,2022-04,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
174,"12,11","0,11",3,"2107,14","1875,3546","231,7854",,11/04/2022,2022-04,USA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
151,"39,43","0,19",0,"5953,93","4822,6833","1131,2467",,11/04/2022,2022-04,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
137,"39,68","0,22",2,"5436,16","4240,2048","1195,9552",,11/04/2022,2022-04,UK,WALMART,Hydration,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
169,"25,71","0,24",1,"4344,99","3302,1924","1042,7976",,18/04/2022,2022-04,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
160,16,"0,13",1,2560,"2227,2","332,8",,18/04/2022,2022-04,CANADA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,149425287","0,1494252874"
161,"55,53",0,3,"8940,33","8940,33",0,,18/04/2022,2022-04,UK,WALMART,Omega,FALSE,FALSE,FALSE,FALSE,1,0
174,"16,51","0,02",0,"2872,74","2815,2852","57,4548",,18/04/2022,2022-04,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
155,"59,35","0,1",1,"9199,25","8279,325","919,925",,18/04/2022,2022-04,UK,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
154,"56,84","0,2",1,"8753,36","7002,688","1750,672",,18/04/2022,2022-04,UK,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,25","0,25"
155,"34,53","0,05",0,"5352,15","5084,5425","267,6075",,18/04/2022,2022-04,USA,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
132,"24,89","0,14",1,"3285,48","2825,5128","459,9672",,18/04/2022,2022-04,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
156,"16,2","0,12",1,"2527,2","2223,936","303,264",,18/04/2022,2022-04,CANADA,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
142,"54,79","0,17",0,"7780,18","6457,5494","1322,6306",,18/04/2022,2022-04,CANADA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
157,"45,09","0,19",2,"7079,13","5734,0953","1345,0347",,18/04/2022,2022-04,USA,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
149,"10,55","0,23",2,"1571,95","1210,4015","361,5485",,18/04/2022,2022-04,CANADA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
140,"51,15","0,06",0,7161,"6731,34","429,66",,18/04/2022,2022-04,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
166,"11,05","0,12",1,"1834,3","1614,184","220,116",,18/04/2022,2022-04,UK,AMAZON,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
157,"13,87","0,04",1,"2177,59","2090,4864","87,1036",,18/04/2022,2022-04,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
137,"30,8","0,02",1,"4219,6","4135,208","84,392",,18/04/2022,2022-04,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
130,"21,98","0,21",3,"2857,4","2257,346","600,054",,25/04/2022,2022-04,CANADA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
163,"23,62","0,14",2,"3850,06","3311,0516","539,0084",,25/04/2022,2022-04,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
163,"43,92","0,24",1,"7158,96","5440,8096","1718,1504",,25/04/2022,2022-04,USA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
164,"19,81","0,14",1,"3248,84","2794,0024","454,8376",,25/04/2022,2022-04,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
167,"22,89","0,19",0,"3822,63","3096,3303","726,2997",,25/04/2022,2022-04,UK,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
143,"41,13","0,04",3,"5881,59","5646,3264","235,2636",,25/04/2022,2022-04,UK,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
148,"33,39","0,07",0,"4941,72","4595,7996","345,9204",,25/04/2022,2022-04,CANADA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
